Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved_x,Moved_y
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,16.4,58,18,2,10,2,1,1,3,34:28,8,15,0.533,2,5,0.4,0,0,,2,8,2.0,POR,H,2017-02-26,27-161,TOR,W (+6),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,6.5,59,15,0,4,0,1,1,4,35:32,5,14,0.357,2,6,0.333,3,4,0.75,1,3,-2.0,NYK,A,2017-02-27,27-162,TOR,W (+1),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,16.0,60,22,0,13,1,2,4,3,36:18,8,17,0.471,4,6,0.667,2,2,1.0,4,9,6.0,WAS,H,2017-03-01,27-164,TOR,L (-9),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,6.2,61,14,1,8,0,2,3,4,32:44,6,15,0.4,2,7,0.286,0,0,,1,7,-7.0,WAS,A,2017-03-03,27-166,TOR,W (+8),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,14.8,62,19,0,5,0,2,1,3,36:24,7,11,0.636,2,2,1.0,3,3,1.0,0,5,-6.0,MIL,A,2017-03-04,27-167,TOR,L (-7),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,8.7,63,12,1,5,1,4,1,3,30:16,5,13,0.385,2,4,0.5,0,0,,0,5,10.0,NOP,A,2017-03-08,27-171,TOR,W (+7),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,9.4,64,18,2,3,0,1,4,6,30:13,6,12,0.5,2,5,0.4,4,4,1.0,2,1,-10.0,ATL,A,2017-03-10,27-173,TOR,L (-6),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,3.4,65,9,0,4,0,3,2,1,28:00,3,11,0.273,1,4,0.25,2,2,1.0,0,4,-16.0,MIA,A,2017-03-11,27-174,TOR,L (-15),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,-0.7,66,0,0,9,0,2,2,2,32:05,0,4,0.0,0,3,0.0,0,0,,2,7,18.0,DAL,H,2017-03-13,27-176,TOR,W (+22),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,2.4,67,10,1,3,0,1,3,3,26:51,5,11,0.455,0,4,0.0,0,0,,0,3,-27.0,OKC,H,2017-03-16,27-179,TOR,L (-21),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,9.2,68,17,1,9,0,0,3,3,34:18,6,14,0.429,3,8,0.375,2,2,1.0,1,8,14.0,DET,A,2017-03-17,27-180,TOR,W (+12),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,11.8,69,16,0,5,0,2,1,3,24:09,7,11,0.636,2,3,0.667,0,0,,0,5,6.0,IND,H,2017-03-19,27-182,TOR,W (+25),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,10.8,70,16,1,6,0,0,1,3,25:47,7,13,0.538,2,3,0.667,0,0,,2,4,-11.0,CHI,H,2017-03-21,27-184,TOR,W (+2),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,12.3,71,18,1,8,0,0,0,4,31:53,8,16,0.5,2,2,1.0,0,0,,2,6,9.0,DAL,A,2017-03-25,27-188,TOR,W (+8),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,12.2,72,16,1,7,1,0,1,5,31:40,5,10,0.5,2,2,1.0,4,5,0.8,2,5,18.0,ORL,H,2017-03-27,27-190,TOR,W (+19),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,5.5,73,15,2,2,0,1,3,5,27:45,4,12,0.333,4,9,0.444,3,4,0.75,0,2,1.0,CHO,H,2017-03-29,27-192,TOR,L (-4),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,16.6,74,15,2,12,0,2,1,3,29:35,6,10,0.6,3,4,0.75,0,0,,5,7,6.0,IND,H,2017-03-31,27-194,TOR,W (+11),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,22.7,75,24,0,6,1,6,0,3,28:03,11,17,0.647,0,2,0.0,2,2,1.0,1,5,11.0,PHI,H,2017-04-02,27-196,TOR,W (+8),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,-1.1,76,8,0,10,0,0,3,3,30:38,3,13,0.231,0,6,0.0,2,2,1.0,0,10,-13.0,IND,A,2017-04-04,27-198,TOR,L (-18),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,3.7,77,7,0,7,0,1,1,0,31:47,2,9,0.222,1,6,0.167,2,2,1.0,1,6,9.0,DET,A,2017-04-05,27-199,TOR,W (+3),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,7.1,78,11,0,9,0,1,1,6,30:29,4,9,0.444,3,5,0.6,0,0,,2,7,7.0,MIA,H,2017-04-07,27-201,TOR,W (+2),1,2016-17,1.0,24.0,24.0,True,True
9,Serge Ibaka,PF,6-11,235,"September 18, 1989",cg,7,,https://www.basketball-reference.com/players/i/ibakase01/gamelog/2017,7.4,79,12,0,4,0,0,0,1,27:06,5,10,0.5,1,4,0.25,1,2,0.5,0,4,4.0,NYK,A,2017-04-09,27-203,TOR,W (+13),1,2016-17,1.0,24.0,24.0,True,True
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.0,1,6,2,4,1,0,1,1,21:36,3,6,0.5,0,0,,0,0,,2,2,12.0,DET,H,2016-10-26,25-067,TOR,W (+18),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,3.7,2,8,1,1,1,0,3,0,20:43,4,7,0.571,0,0,,0,0,,0,1,7.0,CLE,H,2016-10-28,25-069,TOR,L (-3),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,4.5,3,6,4,3,1,0,1,3,23:36,3,8,0.375,0,1,0.0,0,0,,1,2,-6.0,DEN,H,2016-10-31,25-072,TOR,W (+3),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.4,4,4,3,1,3,0,2,0,16:59,2,4,0.5,0,1,0.0,0,0,,0,1,-1.0,WAS,A,2016-11-02,25-074,TOR,W (+10),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,1.5,5,2,3,4,0,0,1,1,12:47,1,4,0.25,0,2,0.0,0,0,,0,4,3.0,MIA,H,2016-11-04,25-076,TOR,W (+9),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.2,6,8,2,1,0,0,0,0,17:01,2,7,0.286,1,2,0.5,3,4,0.75,0,1,-8.0,SAC,H,2016-11-06,25-078,TOR,L (-5),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.2,7,6,2,0,2,0,0,2,19:29,2,4,0.5,1,1,1.0,1,2,0.5,0,0,-1.0,OKC,A,2016-11-09,25-081,TOR,W (+10),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,8.5,8,12,2,4,0,1,2,2,25:13,4,8,0.5,2,3,0.667,2,2,1.0,0,4,2.0,CHO,A,2016-11-11,25-083,TOR,W (+2),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,-3.3,9,1,3,1,0,0,3,3,20:12,0,3,0.0,0,1,0.0,1,2,0.5,0,1,-7.0,NYK,H,2016-11-12,25-084,TOR,W (+11),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.6,10,9,2,1,0,0,0,1,18:20,4,7,0.571,0,1,0.0,1,2,0.5,0,1,-13.0,CLE,A,2016-11-15,25-087,TOR,L (-4),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,12.1,11,14,2,2,1,0,0,4,21:35,4,7,0.571,0,2,0.0,6,7,0.857,1,1,-4.0,GSW,H,2016-11-16,25-088,TOR,L (-6),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,0.5,12,4,1,1,1,0,0,0,20:06,2,9,0.222,0,2,0.0,0,0,,0,1,-11.0,DEN,A,2016-11-18,25-090,TOR,W (+2),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,-0.9,13,3,2,2,0,0,2,2,21:20,1,5,0.2,1,2,0.5,0,0,,0,2,0.0,SAC,A,2016-11-20,25-092,TOR,L (-3),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,12.0,14,12,1,4,3,0,0,2,17:49,3,7,0.429,0,0,,6,8,0.75,1,3,-3.0,LAC,A,2016-11-21,25-093,TOR,L (-8),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,15.1,15,17,1,2,1,1,0,0,25:12,6,11,0.545,3,3,1.0,2,2,1.0,1,1,3.0,HOU,A,2016-11-23,25-095,TOR,W (+13),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.2,16,9,3,4,0,0,1,1,27:04,4,11,0.364,1,3,0.333,0,0,,1,3,3.0,MIL,A,2016-11-25,25-097,TOR,W (+6),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,4.0,17,8,2,4,1,0,1,3,23:59,4,10,0.4,0,1,0.0,0,0,,0,4,17.0,PHI,H,2016-11-28,25-100,TOR,W (+27),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,14.7,18,16,3,8,0,0,1,3,27:31,4,8,0.5,1,3,0.333,7,8,0.875,2,6,16.0,MEM,H,2016-11-30,25-102,TOR,W (+15),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,12.8,19,14,4,2,0,0,0,1,24:51,7,10,0.7,0,1,0.0,0,0,,0,2,21.0,LAL,H,2016-12-02,25-104,TOR,W (+33),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,8.5,20,10,6,5,1,0,1,3,23:11,5,12,0.417,0,1,0.0,0,0,,1,4,20.0,ATL,H,2016-12-03,25-105,TOR,W (+44),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.6,21,7,2,0,1,0,0,3,12:42,3,4,0.75,1,1,1.0,0,0,,0,0,1.0,CLE,H,2016-12-05,25-107,TOR,L (-4),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,9.8,22,12,2,1,0,1,1,2,19:08,6,8,0.75,0,0,,0,0,,1,0,-10.0,MIN,H,2016-12-08,25-110,TOR,W (+14),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,1.0,23,6,0,1,0,0,0,1,23:40,1,7,0.143,1,2,0.5,3,4,0.75,0,1,-17.0,BOS,A,2016-12-09,25-111,TOR,W (+7),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.3,24,6,7,4,2,0,3,2,26:33,3,8,0.375,0,1,0.0,0,0,,1,3,15.0,MIL,H,2016-12-12,25-114,TOR,W (+22),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,14.7,25,13,7,5,1,0,1,1,29:24,5,9,0.556,0,1,0.0,3,4,0.75,1,4,-4.0,PHI,A,2016-12-14,25-116,TOR,W (+9),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,15.4,26,17,4,4,0,0,0,2,26:47,7,12,0.583,1,1,1.0,2,2,1.0,2,2,-8.0,ATL,H,2016-12-16,25-118,TOR,L (-4),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.8,27,11,4,7,0,0,3,0,25:31,4,11,0.364,1,1,1.0,2,3,0.667,1,6,1.0,BRK,H,2016-12-20,25-122,TOR,W (+12),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,2.2,28,4,3,1,1,0,0,1,19:33,2,8,0.25,0,1,0.0,0,0,,0,1,-9.0,UTA,A,2016-12-23,25-125,TOR,W (+6),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,1.0,29,6,1,2,1,0,0,1,23:28,2,11,0.182,0,1,0.0,2,2,1.0,0,2,3.0,POR,A,2016-12-26,25-128,TOR,W (+4),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.3,30,4,4,4,1,0,1,2,16:47,1,5,0.2,0,1,0.0,2,2,1.0,3,1,-9.0,GSW,A,2016-12-28,25-130,TOR,L (-10),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,8.7,31,15,1,6,0,0,3,3,25:01,6,10,0.6,2,2,1.0,1,2,0.5,1,5,7.0,PHO,A,2016-12-29,25-131,TOR,L (-8),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,7.9,32,8,7,1,0,1,3,1,27:03,4,6,0.667,0,1,0.0,0,0,,0,1,8.0,LAL,A,2017-01-01,25-134,TOR,W (+9),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,7.1,33,11,3,3,1,0,1,0,24:18,3,11,0.273,1,2,0.5,4,5,0.8,0,3,2.0,SAS,A,2017-01-03,25-136,TOR,L (-28),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,2.8,34,3,3,3,2,0,0,2,18:19,1,8,0.125,0,0,,1,1,1.0,2,1,-1.0,UTA,H,2017-01-05,25-138,TOR,W (+8),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,12.0,35,14,1,3,1,0,2,1,23:06,5,6,0.833,3,3,1.0,1,1,1.0,0,3,-5.0,CHI,A,2017-01-07,25-140,TOR,L (-5),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.9,36,10,2,1,0,0,1,2,22:49,4,8,0.5,0,0,,2,2,1.0,0,1,-21.0,HOU,H,2017-01-08,25-141,TOR,L (-7),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,4.8,37,7,2,1,0,0,0,3,23:45,2,5,0.4,1,2,0.5,2,2,1.0,0,1,6.0,BOS,H,2017-01-10,25-143,TOR,W (+8),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,21.0,38,16,7,4,2,0,1,1,22:18,7,7,1.0,1,1,1.0,1,1,1.0,1,3,21.0,BRK,H,2017-01-13,25-146,TOR,W (+19),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,1.1,39,4,4,4,1,0,2,1,24:31,2,9,0.222,0,1,0.0,0,0,,0,4,-13.0,NYK,H,2017-01-15,25-148,TOR,W (+15),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,27.4,40,33,4,4,0,0,1,0,37:05,15,22,0.682,1,4,0.25,2,2,1.0,2,2,16.0,BRK,A,2017-01-17,25-150,TOR,W (+10),1,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.5,41,5,3,3,1,0,0,2,25:43,2,5,0.4,0,1,0.0,1,2,0.5,1,2,-1.0,PHI,A,2017-01-18,25-151,TOR,L (-5),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,-3.8,42,2,1,2,0,0,2,5,21:18,1,5,0.2,0,1,0.0,0,0,,0,2,-13.0,CHO,A,2017-01-20,25-153,TOR,L (-35),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,1.0,43,3,3,2,1,0,1,3,24:56,1,5,0.2,0,1,0.0,1,2,0.5,0,2,-14.0,PHO,H,2017-01-22,25-155,TOR,L (-12),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,10.3,44,10,2,3,2,0,1,2,26:06,5,6,0.833,0,0,,0,0,,0,3,5.0,SAS,H,2017-01-24,25-157,TOR,L (-2),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,9.0,45,15,1,2,0,0,0,3,29:26,5,11,0.455,0,1,0.0,5,6,0.833,0,2,1.0,MEM,A,2017-01-25,25-158,TOR,L (-2),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.3,46,6,5,2,2,0,2,2,28:34,3,6,0.5,0,0,,0,0,,0,2,-1.0,MIL,H,2017-01-27,25-160,TOR,W (+16),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,0.9,47,3,0,1,1,0,0,0,18:04,1,6,0.167,1,2,0.5,0,0,,1,0,-15.0,ORL,H,2017-01-29,25-162,TOR,L (-1),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,-1.1,48,2,3,0,0,0,1,1,24:08,1,6,0.167,0,0,,0,0,,0,0,-18.0,NOP,H,2017-01-31,25-164,TOR,W (+2),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,2.3,49,8,4,1,0,0,1,5,23:14,4,10,0.4,0,0,,0,1,0.0,0,1,-9.0,BOS,A,2017-02-01,25-165,TOR,L (-5),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,0.8,50,0,1,2,1,0,0,2,6:30,0,1,0.0,0,0,,0,0,,0,2,-9.0,ORL,A,2017-02-03,25-167,TOR,L (-8),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,9.1,51,12,2,4,0,0,0,3,20:27,4,9,0.444,0,3,0.0,4,4,1.0,1,3,9.0,LAC,H,2017-02-06,25-170,TOR,W (+9),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,5.7,52,4,5,2,1,1,2,1,22:07,1,3,0.333,0,1,0.0,2,2,1.0,0,2,1.0,MIN,A,2017-02-08,25-172,TOR,L (-3),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,2.1,53,8,1,2,0,0,2,1,18:53,3,8,0.375,1,2,0.5,1,2,0.5,0,2,-17.0,DET,H,2017-02-12,25-176,TOR,L (-1),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,7.8,54,10,1,5,1,0,1,1,27:37,4,8,0.5,1,1,1.0,1,2,0.5,1,4,-2.0,CHI,A,2017-02-14,25-178,TOR,L (-11),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,4.0,55,6,2,2,0,0,1,0,25:22,2,6,0.333,2,2,1.0,0,0,,1,1,15.0,CHO,H,2017-02-15,25-179,TOR,W (+5),0,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,10.3,56,11,6,1,3,0,1,2,36:23,5,12,0.417,0,1,0.0,1,2,0.5,1,0,21.0,BOS,H,2017-02-24,25-188,TOR,W (+10),1,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,11.7,57,14,6,1,1,0,1,2,33:06,6,12,0.5,1,1,1.0,1,1,1.0,0,1,1.0,POR,H,2017-02-26,25-190,TOR,W (+6),1,2016-17,1.0,29.0,29.0,False,False
6,Cory Joseph,PG,6-2,200,"August 20, 1991",ca,5,Texas,https://www.basketball-reference.com/players/j/josepco01/gamelog/2017,6.0,58,6,4,3,2,0,2,1,33:30,3,7,0.429,0,3,0.0,0,0,,1,2,-2.0,NYK,A,2017-02-27,25-191,TOR,W (+1),1,2016-17,1.0,29.0,29.0,False,False
