Player,Season,Team,Game Score,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Starter,Number,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Draft Round,Draft Pick in Round,Draft Overall Pick,Total Losses,Total Wins,Wfirst5,Lfirst5,Wfirst10,Lfirst10,Wfirst15,Lfirst15,Avg_Total_Passes
Lance Stephenson,2021-22,IND,6.9,9.32,3.85,2.8,0.6,0.1,1.7,2.2,18.61,3.55,7.75,0.46,0.68,2.17,0.23,1.55,1.95,0.47,0.28,2.52,-2.98,2.5,6,PG,6-6,230,"September 5, 1990",us,9,Cincinnati,https://www.basketball-reference.com/players/s/stephla01/gamelog/2022,2.0,10.0,40.0,31.0,9.0,1,4,3,7,4,11,1.41
Lance Thomas,2014-15,NYK,4.78,8.25,1.23,3.0,0.65,0.2,1.42,1.58,26.0,3.42,7.9,0.4,0.18,0.52,0.09,1.23,1.65,0.42,0.92,2.08,-5.8,60.0,42,PF,6-8,240,"April 24, 1988",us,3,Duke,https://www.basketball-reference.com/players/t/thomala01/gamelog/2015,0.0,0.0,0.0,28.0,12.0,3,2,5,5,6,9,1.78
Lance Thomas,2014-15,OKC,2.97,5.14,0.91,3.41,0.5,0.0,0.77,1.73,20.47,2.05,5.73,0.32,0.0,0.05,0.0,1.05,1.5,0.28,1.27,2.14,-4.86,59.09,42,PF,6-8,240,"April 24, 1988",us,3,Duke,https://www.basketball-reference.com/players/t/thomala01/gamelog/2015,0.0,0.0,0.0,14.0,8.0,1,4,3,7,3,12,1.21
Landry Shamet,2018-19,LAC,7.74,10.92,2.32,2.24,0.52,0.08,0.76,1.96,27.75,3.48,8.4,0.41,2.72,6.04,0.44,1.24,1.56,0.46,0.28,1.96,3.72,92.0,20,SG,6-4,190,"March 13, 1997",us,R,Wichita State,https://www.basketball-reference.com/players/s/shamela01/gamelog/2019,1.0,26.0,26.0,8.0,17.0,3,2,7,3,11,4,1.58
Landry Shamet,2018-19,PHI,5.46,8.31,1.09,1.44,0.44,0.15,0.48,1.96,20.52,2.83,6.43,0.44,1.83,4.54,0.4,0.81,1.0,0.43,0.26,1.19,-0.54,7.41,20,SG,6-4,190,"March 13, 1997",us,R,Wichita State,https://www.basketball-reference.com/players/s/shamela01/gamelog/2019,1.0,26.0,26.0,20.0,34.0,2,3,6,4,9,6,0.97
Langston Galloway,2016-17,NOP,5.43,8.56,1.18,2.2,0.73,0.09,0.51,1.38,20.36,3.0,8.02,0.37,1.84,4.87,0.35,0.73,0.95,0.27,0.36,1.84,-1.35,0.0,9.0,PG,6-1,200,"December 9, 1991",us,2,Saint Joseph's,https://www.basketball-reference.com/players/g/gallola01/gamelog/2017,0.0,0.0,0.0,33.0,22.0,0,5,1,9,5,10,1.09
Langston Galloway,2016-17,SAC,3.75,6.0,1.47,1.84,0.32,0.05,0.95,1.05,19.72,2.21,5.47,0.32,1.0,2.11,0.32,0.58,0.63,0.2,0.37,1.47,0.74,10.53,9.0,PG,6-1,200,"December 9, 1991",us,2,Saint Joseph's,https://www.basketball-reference.com/players/g/gallola01/gamelog/2017,0.0,0.0,0.0,12.0,7.0,1,4,3,7,6,9,2.22
Langston Galloway,2021-22,BRK,1.05,3.0,1.25,2.0,0.0,0.0,1.25,1.25,14.55,1.25,3.25,0.41,0.5,2.0,0.33,0.0,0.0,0.0,0.25,1.75,2.25,0.0,12,SG,6-1,200,"December 9, 1991",us,7,Saint Joseph's,https://www.basketball-reference.com/players/g/gallola01/gamelog/2022,0.0,0.0,0.0,1.0,3.0,3,1,3,1,3,1,0.0
Langston Galloway,2021-22,MIL,0.4,0.67,2.33,3.33,0.33,0.0,0.33,0.67,16.16,0.33,4.33,0.06,0.0,2.67,0.0,0.0,0.0,0.0,0.67,2.67,-7.0,0.0,12,SG,6-1,200,"December 9, 1991",us,7,Saint Joseph's,https://www.basketball-reference.com/players/g/gallola01/gamelog/2022,0.0,0.0,0.0,2.0,1.0,1,2,1,2,1,2,1.77
Larry Drew II,2017-18,NOP,1.27,2.14,1.14,0.29,0.0,0.0,0.29,0.57,7.92,0.86,2.43,0.18,0.43,0.86,0.21,0.0,0.0,0.0,0.29,0.0,-1.14,0.0,1,PG,6-2,180,"March 5, 1990",us,1,"UNC, UCLA",https://www.basketball-reference.com/players/d/drewla02/gamelog/2018,0.0,0.0,0.0,3.0,4.0,3,2,4,3,4,3,1.35
Larry Drew II,2017-18,PHI,-0.73,0.67,0.67,0.33,0.0,0.0,0.33,0.67,4.86,0.33,2.33,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,-1.67,0.0,1,PG,6-2,180,"March 5, 1990",us,1,"UNC, UCLA",https://www.basketball-reference.com/players/d/drewla02/gamelog/2018,0.0,0.0,0.0,1.0,2.0,2,1,2,1,2,1,1.14
Larry Nance Jr.,2017-18,CLE,9.49,8.88,1.04,7.0,1.21,0.75,0.42,2.46,20.78,3.67,6.67,0.55,0.04,0.33,0.04,1.5,2.08,0.6,2.21,4.79,2.46,37.5,"22, 24",C,6-8,245,"January 1, 1993",us,2,Wyoming,https://www.basketball-reference.com/players/n/nancela02/gamelog/2018,1.0,27.0,27.0,9.0,15.0,3,2,6,4,9,6,2.35
Larry Nance Jr.,2017-18,LAL,9.19,8.57,1.36,6.76,1.4,0.48,0.98,2.69,21.95,3.62,6.02,0.58,0.02,0.1,0.02,1.31,2.07,0.45,2.57,4.19,-1.0,40.48,"22, 24",C,6-8,245,"January 1, 1993",us,2,Wyoming,https://www.basketball-reference.com/players/n/nancela02/gamelog/2018,1.0,27.0,27.0,25.0,17.0,2,3,3,7,5,10,1.99
Larry Nance Jr.,2021-22,NOP,6.5,7.33,0.89,4.33,0.56,0.78,1.11,1.89,20.17,3.0,5.44,0.56,0.44,0.89,0.28,0.89,0.89,0.33,1.56,2.78,-1.11,0.0,22,PF,6-8,245,"January 1, 1993",us,6,Wyoming,https://www.basketball-reference.com/players/n/nancela02/gamelog/2022,1.0,27.0,27.0,4.0,5.0,3,2,5,4,5,4,1.45
Larry Nance Jr.,2021-22,POR,7.59,6.89,1.97,5.65,1.03,0.35,0.73,1.81,23.2,2.76,5.35,0.47,0.51,1.68,0.23,0.86,1.32,0.33,1.57,4.08,-1.35,29.73,22,PF,6-8,245,"January 1, 1993",us,6,Wyoming,https://www.basketball-reference.com/players/n/nancela02/gamelog/2022,1.0,27.0,27.0,23.0,14.0,3,2,5,5,7,8,1.84
Lavoy Allen,2013-14,IND,2.77,2.86,0.43,2.43,0.14,0.43,0.29,0.79,7.97,1.21,2.43,0.24,0.0,0.0,0.0,0.43,0.71,0.18,0.93,1.5,-1.07,0.0,5,PF,6-9,260,"February 4, 1989",us,2,Temple,https://www.basketball-reference.com/players/a/allenla01/gamelog/2014,2.0,20.0,50.0,10.0,4.0,2,3,2,8,4,10,0.85
Lavoy Allen,2013-14,PHI,4.79,5.16,1.27,5.43,0.43,0.53,0.78,2.25,18.82,2.29,5.22,0.45,0.04,0.25,0.04,0.53,0.78,0.25,2.08,3.35,-3.84,3.92,5,PF,6-9,260,"February 4, 1989",us,2,Temple,https://www.basketball-reference.com/players/a/allenla01/gamelog/2014,2.0,20.0,50.0,37.0,14.0,3,2,5,5,6,9,2.15
Leandro Barbosa,2011-12,IND,5.31,8.91,1.5,2.23,0.91,0.0,1.18,1.55,19.83,3.32,8.32,0.4,1.14,2.68,0.38,1.14,1.5,0.51,0.55,1.68,0.27,0.0,20,SG,6-3,194,"November 28, 1982",br,8,None,https://www.basketball-reference.com/players/b/barbole01/gamelog/2012,1.0,28.0,28.0,5.0,17.0,4,1,7,3,11,4,0.0
Leandro Barbosa,2011-12,TOR,6.57,12.19,1.5,1.88,0.86,0.17,1.62,2.4,22.51,4.71,10.81,0.41,0.95,2.64,0.33,1.81,2.17,0.53,0.5,1.38,-1.21,0.0,20,SG,6-3,194,"November 28, 1982",br,8,None,https://www.basketball-reference.com/players/b/barbole01/gamelog/2012,1.0,28.0,28.0,29.0,13.0,2,3,4,6,4,11,0.0
Lou Amundson,2012-13,CHI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,17,PF,6-9,220,"December 7, 1982",us,6,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2013,0.0,0.0,0.0,1.0,0.0,0,1,0,1,0,1,0.0
Lou Amundson,2012-13,MIN,0.99,1.6,0.15,2.35,0.35,0.3,0.55,1.3,8.06,0.7,1.9,0.2,0.0,0.0,0.0,0.2,1.0,0.08,1.15,1.2,-2.4,0.0,17,PF,6-9,220,"December 7, 1982",us,6,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2013,0.0,0.0,0.0,14.0,6.0,3,2,4,6,4,11,0.0
Lou Amundson,2012-13,NOH,2.53,2.44,0.44,3.22,0.5,0.33,0.44,1.5,11.58,1.0,2.33,0.39,0.0,0.0,0.0,0.44,0.89,0.14,1.33,1.89,-0.83,0.0,17,PF,6-9,220,"December 7, 1982",us,6,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2013,0.0,0.0,0.0,13.0,5.0,1,4,4,6,5,10,0.0
Lou Amundson,2013-14,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,17,PF,6-9,220,"December 7, 1982",us,7,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2014,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,1.5
Lou Amundson,2013-14,NOP,1.66,2.11,0.33,3.06,0.5,0.61,0.78,2.72,10.2,0.89,1.78,0.38,0.0,0.0,0.0,0.33,1.33,0.13,1.56,1.5,-1.5,0.0,17,PF,6-9,220,"December 7, 1982",us,7,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2014,0.0,0.0,0.0,8.0,10.0,3,2,6,4,8,7,0.99
Lou Amundson,2014-15,CLE,0.54,0.92,0.42,1.67,0.08,0.0,0.42,0.92,6.61,0.33,1.0,0.14,0.0,0.0,0.0,0.25,0.42,0.12,0.42,1.25,-1.67,0.0,21,PF,6-9,220,"December 7, 1982",us,8,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2015,0.0,0.0,0.0,7.0,5.0,3,2,5,5,5,7,0.69
Lou Amundson,2014-15,NYK,5.18,6.05,1.59,6.05,0.51,1.27,1.39,2.8,20.92,2.56,5.93,0.42,0.0,0.02,0.0,0.93,2.0,0.3,2.17,3.88,-3.12,85.37,21,PF,6-9,220,"December 7, 1982",us,8,UNLV,https://www.basketball-reference.com/players/a/amundlo01/gamelog/2015,0.0,0.0,0.0,29.0,12.0,3,2,5,5,5,10,1.93
Lou Williams,2016-17,HOU,9.97,14.91,2.43,3.04,0.65,0.39,1.74,1.09,25.68,4.43,11.48,0.36,1.78,5.61,0.24,4.26,4.91,0.8,0.52,2.52,0.91,0.0,23,SG,6-2,175,"October 27, 1986",us,11,None,https://www.basketball-reference.com/players/w/willilo02/gamelog/2017,2.0,15.0,45.0,8.0,15.0,4,1,7,3,11,4,1.39
Lou Williams,2016-17,LAL,13.41,18.59,3.16,2.28,1.12,0.19,2.07,1.16,24.19,5.62,12.66,0.44,2.1,5.47,0.37,5.24,5.93,0.86,0.24,2.03,0.47,1.72,23,SG,6-2,175,"October 27, 1986",us,11,None,https://www.basketball-reference.com/players/w/willilo02/gamelog/2017,2.0,15.0,45.0,39.0,19.0,2,3,6,4,8,7,2.08
Lou Williams,2020-21,ATL,6.34,9.96,3.38,2.08,0.33,0.08,1.75,0.83,21.05,3.5,9.0,0.37,1.0,2.25,0.36,1.96,2.25,0.62,0.25,1.83,-0.25,4.17,6,PG,6-2,175,"October 27, 1986",us,15,None,https://www.basketball-reference.com/players/w/willilo02/gamelog/2021,2.0,15.0,45.0,6.0,18.0,4,1,8,2,11,4,1.61
Lou Williams,2020-21,LAC,8.74,12.14,3.43,2.1,0.93,0.1,1.57,1.0,21.85,4.31,10.24,0.39,1.07,2.83,0.37,2.45,2.83,0.6,0.36,1.74,1.98,7.14,6,PG,6-2,175,"October 27, 1986",us,15,None,https://www.basketball-reference.com/players/w/willilo02/gamelog/2021,2.0,15.0,45.0,16.0,26.0,4,1,6,4,11,4,2.39
Luc Mbah a Moute,2013-14,MIN,2.43,3.35,0.38,2.16,0.38,0.16,0.65,0.91,14.67,1.31,2.93,0.35,0.05,0.25,0.05,0.67,0.98,0.25,0.85,1.31,-2.45,3.64,33.0,SF,6-8,230,"September 9, 1986",cm,5,UCLA,https://www.basketball-reference.com/players/m/mbahalu01/gamelog/2014,2.0,7.0,37.0,27.0,28.0,3,2,5,5,8,7,0.8
Luc Mbah a Moute,2013-14,SAC,5.06,4.44,1.67,3.0,1.0,0.56,0.44,2.0,21.79,1.67,3.56,0.33,0.11,0.33,0.06,1.0,1.44,0.39,1.0,2.0,-1.89,55.56,33.0,SF,6-8,230,"September 9, 1986",cm,5,UCLA,https://www.basketball-reference.com/players/m/mbahalu01/gamelog/2014,2.0,7.0,37.0,6.0,3.0,1,4,3,6,3,6,1.5
Luke Babbitt,2017-18,ATL,4.31,6.11,0.7,2.19,0.19,0.14,0.41,1.27,15.41,2.16,4.54,0.43,1.32,3.0,0.39,0.46,0.59,0.21,0.14,2.05,-0.57,24.32,22,SF,6-9,225,"June 20, 1989",us,7,Nevada,https://www.basketball-reference.com/players/b/babbilu01/gamelog/2018,1.0,16.0,16.0,29.0,8.0,1,4,2,8,3,12,1.31
Luke Babbitt,2017-18,MIA,0.68,2.54,0.38,1.15,0.08,0.15,0.31,0.54,11.12,0.85,3.62,0.16,0.85,3.46,0.16,0.0,0.0,0.0,0.15,1.0,-0.92,38.46,22,SF,6-9,225,"June 20, 1989",us,7,Nevada,https://www.basketball-reference.com/players/b/babbilu01/gamelog/2018,1.0,16.0,16.0,6.0,7.0,2,3,5,5,7,6,0.81
Luke Kennard,2022-23,LAC,5.47,7.83,1.06,2.37,0.54,0.11,0.86,1.34,20.72,2.8,6.03,0.44,1.69,3.77,0.41,0.54,0.57,0.3,0.17,2.2,2.69,31.43,10,SG,6-5,206,"June 24, 1996",us,5,Duke,https://www.basketball-reference.com/players/k/kennalu01/gamelog/2023,1.0,12.0,12.0,15.0,20.0,2,3,6,4,9,6,1.21
Luke Kennard,2022-23,MEM,9.81,11.33,2.25,3.12,0.54,0.04,0.67,1.46,24.59,3.75,7.12,0.49,3.08,5.71,0.5,0.75,0.79,0.31,0.38,2.75,4.04,12.5,10,SG,6-5,206,"June 24, 1996",us,5,Duke,https://www.basketball-reference.com/players/k/kennalu01/gamelog/2023,1.0,12.0,12.0,7.0,17.0,4,1,6,4,10,5,1.61
Luke Kornet,2020-21,BOS,4.58,4.44,1.11,2.89,0.11,1.39,0.33,1.06,14.09,1.94,4.11,0.44,0.5,2.0,0.2,0.06,0.11,0.06,0.72,2.17,2.44,11.11,2,C,7-2,250,"July 15, 1995",us,3,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01/gamelog/2021,0.0,0.0,0.0,11.0,7.0,3,2,5,5,6,9,1.31
Luke Kornet,2020-21,CHI,1.78,2.0,0.31,1.15,0.15,0.54,0.08,0.08,7.21,0.69,2.08,0.14,0.46,1.77,0.12,0.15,0.31,0.08,0.08,1.08,0.69,0.0,2,C,7-2,250,"July 15, 1995",us,3,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01/gamelog/2021,0.0,0.0,0.0,7.0,6.0,3,2,5,5,6,7,1.12
Luke Kornet,2021-22,BOS,2.87,2.17,0.67,2.08,0.25,0.17,0.0,0.58,7.12,1.0,1.75,0.29,0.0,0.33,0.0,0.17,0.25,0.08,0.83,1.25,0.67,0.0,35,C,7-2,250,"July 15, 1995",us,4,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01/gamelog/2022,0.0,0.0,0.0,3.0,9.0,4,1,8,2,9,3,0.76
Luke Kornet,2021-22,CLE,1.6,2.0,0.5,1.5,0.0,0.5,0.0,0.5,7.44,0.5,2.5,0.1,0.0,0.5,0.0,1.0,1.5,0.33,1.0,0.5,10.0,0.0,35,C,7-2,250,"July 15, 1995",us,4,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01/gamelog/2022,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1.0
Luke Kornet,2021-22,MIL,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,0.0,35,C,7-2,250,"July 15, 1995",us,4,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01/gamelog/2022,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,1.67
Luke Ridnour,2013-14,CHA,2.8,4.0,2.16,1.4,0.36,0.24,0.8,1.48,15.11,1.68,4.32,0.37,0.48,1.6,0.24,0.16,0.28,0.06,0.32,1.08,-0.4,8.0,13,PG,6-2,175,"February 13, 1981",us,10,Oregon,https://www.basketball-reference.com/players/r/ridnolu01/gamelog/2014,1.0,14.0,14.0,9.0,16.0,2,3,6,4,8,7,3.19
Luke Ridnour,2013-14,MIL,4.18,5.72,3.39,1.72,0.64,0.06,1.28,1.53,21.19,2.33,6.08,0.33,0.69,1.89,0.22,0.36,0.53,0.15,0.42,1.31,-5.33,33.33,13,PG,6-2,175,"February 13, 1981",us,10,Oregon,https://www.basketball-reference.com/players/r/ridnolu01/gamelog/2014,1.0,14.0,14.0,30.0,6.0,0,5,1,9,2,13,2.62
Luol Deng,2013-14,CHI,13.67,19.04,3.7,6.87,1.04,0.17,2.57,2.3,37.38,6.96,15.39,0.45,0.74,2.7,0.26,4.39,5.39,0.72,1.74,5.13,1.96,100.0,9,SF,6-9,237,"April 16, 1985",ss,9,Duke,https://www.basketball-reference.com/players/d/denglu01/gamelog/2014,1.0,7.0,7.0,13.0,10.0,2,3,6,4,7,8,2.74
Luol Deng,2013-14,CLE,10.16,14.32,2.45,5.08,0.95,0.12,1.38,1.45,33.82,5.28,12.65,0.41,1.0,3.18,0.24,2.78,3.6,0.68,1.48,3.6,-1.0,100.0,9,SF,6-9,237,"April 16, 1985",ss,9,Duke,https://www.basketball-reference.com/players/d/denglu01/gamelog/2014,1.0,7.0,7.0,21.0,19.0,3,2,4,6,5,10,2.55
Maalik Wayns,2012-13,LAC,2.48,3.33,1.17,0.33,0.5,0.0,0.33,1.33,6.18,1.17,2.67,0.31,0.33,1.0,0.17,0.67,0.67,0.33,0.0,0.33,0.83,0.0,2,PG,6-2,200,"May 2, 1991",us,R,Villanova,https://www.basketball-reference.com/players/w/waynsma01/gamelog/2013,0.0,0.0,0.0,2.0,4.0,3,2,4,2,4,2,0.0
Maalik Wayns,2012-13,PHI,0.53,2.67,0.95,0.24,0.14,0.0,0.62,0.86,7.85,0.9,3.43,0.2,0.24,1.19,0.07,0.62,0.71,0.25,0.05,0.19,-3.05,4.76,2,PG,6-2,200,"May 2, 1991",us,R,Villanova,https://www.basketball-reference.com/players/w/waynsma01/gamelog/2013,0.0,0.0,0.0,15.0,6.0,2,3,5,5,6,9,0.0
Mac McClung,2021-22,CHI,0.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,37,SG,6-2,185,"January 6, 1999",us,R,"Georgetown, Texas Tech",https://www.basketball-reference.com/players/m/mccluma01/gamelog/2022,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,1.0
Mac McClung,2021-22,LAL,2.6,6.0,1.0,3.0,1.0,1.0,2.0,5.0,21.83,2.0,5.0,0.4,1.0,3.0,0.33,1.0,1.0,1.0,0.0,3.0,9.0,0.0,37,SG,6-2,185,"January 6, 1999",us,R,"Georgetown, Texas Tech",https://www.basketball-reference.com/players/m/mccluma01/gamelog/2022,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,4.29
Malachi Flynn,2023-24,DET,5.7,8.0,2.12,1.79,0.79,0.08,1.12,0.88,14.26,2.96,6.88,0.34,1.0,3.17,0.24,1.08,1.58,0.27,0.33,1.46,-4.5,0.0,14,PG,6-1,175,"May 10, 1998",us,3,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2024,1.0,29.0,29.0,20.0,4.0,0,5,2,8,2,13,1.24
Malachi Flynn,2023-24,NYK,1.46,2.21,0.43,0.43,0.07,0.0,0.21,0.21,4.32,0.64,1.64,0.27,0.29,0.93,0.15,0.64,0.79,0.32,0.0,0.43,-0.29,0.0,14,PG,6-1,175,"May 10, 1998",us,3,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2024,1.0,29.0,29.0,2.0,12.0,4,1,9,1,12,2,0.58
Malachi Flynn,2023-24,TOR,4.18,5.06,2.35,2.1,0.58,0.19,1.06,1.35,15.3,1.81,4.42,0.38,0.9,2.58,0.4,0.55,0.71,0.3,0.42,1.68,-2.16,0.0,14,PG,6-1,175,"May 10, 1998",us,3,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2024,1.0,29.0,29.0,19.0,12.0,2,3,5,5,7,8,1.99
Malachi Richardson,2017-18,SAC,1.84,3.48,0.52,1.32,0.4,0.04,0.4,1.08,12.75,1.16,3.52,0.27,0.48,1.56,0.22,0.68,0.88,0.35,0.2,1.12,-1.76,16.0,22,SG,6-6,205,"January 5, 1996",us,1,Syracuse,https://www.basketball-reference.com/players/r/richama01/gamelog/2018,1.0,22.0,22.0,18.0,7.0,0,5,1,9,3,12,0.75
Malachi Richardson,2017-18,TOR,1.3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-12.0,0.0,22,SG,6-6,205,"January 5, 1996",us,1,Syracuse,https://www.basketball-reference.com/players/r/richama01/gamelog/2018,1.0,22.0,22.0,0.0,1.0,1,0,1,0,1,0,2.0
Malcolm Hill,2021-22,ATL,6.2,5.67,0.33,2.0,1.33,0.33,0.0,2.33,15.28,1.67,2.67,0.21,1.0,1.67,0.2,1.33,1.33,0.33,0.67,1.33,3.33,0.0,14,SF,6-6,220,"October 26, 1995",us,R,Illinois,https://www.basketball-reference.com/players/h/hillma01/gamelog/2022,0.0,0.0,0.0,3.0,0.0,0,3,0,3,0,3,1.28
Malcolm Hill,2021-22,CHI,2.65,3.44,0.44,1.81,0.19,0.12,0.19,1.06,10.39,1.19,2.75,0.31,0.62,1.94,0.22,0.44,0.62,0.18,0.56,1.25,-2.56,0.0,14,SF,6-6,220,"October 26, 1995",us,R,Illinois,https://www.basketball-reference.com/players/h/hillma01/gamelog/2022,0.0,0.0,0.0,8.0,8.0,1,4,4,6,7,8,0.69
Malcolm Thomas,2012-13,CHI,1.64,1.71,0.29,1.57,0.29,0.14,0.29,1.0,5.11,0.71,1.29,0.36,0.0,0.0,0.0,0.29,0.57,0.14,0.71,0.86,0.29,0.0,3,PF,6-9,225,"November 8, 1988",us,1,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01/gamelog/2013,0.0,0.0,0.0,4.0,3.0,2,3,3,4,3,4,0.0
Malcolm Thomas,2012-13,GSW,0.82,0.6,0.4,1.0,0.0,0.2,0.2,0.2,4.2,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.8,0.3,0.0,1.0,7.0,0.0,3,PF,6-9,225,"November 8, 1988",us,1,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01/gamelog/2013,0.0,0.0,0.0,2.0,3.0,3,2,3,2,3,2,0.0
Malcolm Thomas,2013-14,SAS,2.3,2.0,0.0,9.0,0.0,2.0,1.0,0.0,14.67,1.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,7.0,0.0,24,PF,6-9,225,"November 8, 1988",us,2,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01/gamelog/2014,0.0,0.0,0.0,0.0,1.0,1,0,1,0,1,0,5.75
Malcolm Thomas,2013-14,UTA,0.61,1.86,0.29,1.71,0.0,0.14,1.14,0.71,6.86,0.86,1.71,0.19,0.14,0.57,0.07,0.0,0.0,0.0,0.57,1.14,-0.29,0.0,24,PF,6-9,225,"November 8, 1988",us,2,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01/gamelog/2014,0.0,0.0,0.0,6.0,1.0,0,5,1,6,1,6,1.0
Malik Beasley,2019-20,DEN,4.84,7.93,1.17,1.88,0.76,0.15,0.88,1.22,18.19,2.85,7.34,0.36,1.41,3.93,0.31,0.8,0.93,0.35,0.22,1.66,0.66,0.0,25,SG,6-4,187,"November 26, 1996",us,3,Florida State,https://www.basketball-reference.com/players/b/beaslma01/gamelog/2020,1.0,19.0,19.0,15.0,26.0,3,2,8,2,11,4,0.9
Malik Beasley,2019-20,MIN,13.61,20.71,1.93,5.07,0.64,0.14,1.5,1.93,33.07,7.86,16.64,0.47,3.5,8.21,0.42,1.5,2.0,0.47,0.64,4.43,-5.5,100.0,25,SG,6-4,187,"November 26, 1996",us,3,Florida State,https://www.basketball-reference.com/players/b/beaslma01/gamelog/2020,1.0,19.0,19.0,10.0,4.0,1,4,3,7,4,10,2.74
Malik Beasley,2022-23,LAL,6.53,11.12,1.19,3.31,0.81,0.04,1.15,1.23,23.88,4.04,10.31,0.38,2.54,7.19,0.34,0.5,0.81,0.23,0.31,3.0,-0.65,53.85,5,SG,6-4,187,"November 26, 1996",us,6,Florida State,https://www.basketball-reference.com/players/b/beaslma01/gamelog/2023,1.0,19.0,19.0,8.0,18.0,4,1,7,3,9,6,1.49
Malik Beasley,2022-23,UTA,8.46,13.38,1.69,3.58,0.8,0.15,1.09,1.36,26.77,4.82,12.16,0.38,3.07,8.56,0.34,0.67,0.8,0.28,0.49,3.09,-1.29,23.64,5,SG,6-4,187,"November 26, 1996",us,6,Florida State,https://www.basketball-reference.com/players/b/beaslma01/gamelog/2023,1.0,19.0,19.0,28.0,27.0,4,1,7,3,10,5,1.67
Malik Fitts,2021-22,BOS,2.05,1.88,0.62,0.88,0.0,0.0,0.0,0.12,3.49,0.75,1.25,0.34,0.38,0.75,0.38,0.0,0.0,0.0,0.25,0.62,1.25,0.0,8,PF,6-8,230,"July 4, 1997",us,1,"South Florida, Saint Mary's",https://www.basketball-reference.com/players/f/fittsma01/gamelog/2022,0.0,0.0,0.0,1.0,7.0,4,1,7,1,7,1,0.47
Malik Fitts,2021-22,UTA,0.04,0.86,0.0,1.43,0.0,0.0,0.29,0.43,4.98,0.29,1.29,0.04,0.29,0.57,0.07,0.0,0.0,0.0,0.0,1.43,-4.14,0.0,8,PF,6-8,230,"July 4, 1997",us,1,"South Florida, Saint Mary's",https://www.basketball-reference.com/players/f/fittsma01/gamelog/2022,0.0,0.0,0.0,1.0,6.0,5,0,6,1,6,1,1.08
Mamadi Diakite,2023-24,NYK,-0.27,0.0,0.0,0.33,0.33,0.0,0.33,0.33,2.83,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,-0.67,0.0,25,PF,6-9,228,"January 21, 1997",gn,3,Virginia,https://www.basketball-reference.com/players/d/diakima01/gamelog/2024,0.0,0.0,0.0,0.0,3.0,3,0,3,0,3,0,1.0
